"No.","Time","Source","Destination","Protocol","Length","Info"
"4657","207.051517","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=261302 Win=23360 Len=0"
"4658","207.051576","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=262762 Win=21900 Len=0"
"4659","207.051660","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=264222 Win=20440 Len=0"
"4660","207.051691","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=265682 Win=18980 Len=0"
"4661","207.051719","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=267142 Win=17520 Len=0"
"4662","207.051747","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=268602 Win=16060 Len=0"
"4663","207.051786","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=270062 Win=14600 Len=0"
"4664","207.051824","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=271522 Win=13140 Len=0"
"4665","207.051845","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=272982 Win=11680 Len=0"
"4666","207.051886","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=274442 Win=10220 Len=0"
"4667","207.051906","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=275902 Win=8760 Len=0"
"4668","207.051930","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=277362 Win=7300 Len=0"
"4669","207.051971","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=278822 Win=5840 Len=0"
"4670","207.052032","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=280282 Win=4380 Len=0"
"4671","207.052067","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=281742 Win=2920 Len=0"
"4672","207.052091","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=283202 Win=1460 Len=0"
"4673","207.052123","2.56.57.108","192.168.1.216","TCP","54","[TCP ZeroWindow] 80  >  49738 [ACK] Seq=3034646 Ack=284662 Win=0 Len=0"
"4674","207.148135","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=284662 Win=2920 Len=0"
"4675","207.148228","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=284662 Win=5840 Len=0"
"4676","207.148661","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=284662 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4677","207.148671","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=286122 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4678","207.148673","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=287582 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4679","207.148677","192.168.1.216","2.56.57.108","TCP","1514","[TCP Window Full] 49738  >  80 [ACK] Seq=289042 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4680","207.148914","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=286122 Win=4380 Len=0"
"4681","207.149012","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=287582 Win=2920 Len=0"
"4682","207.149022","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=289042 Win=1460 Len=0"
"4683","207.149097","2.56.57.108","192.168.1.216","TCP","54","[TCP ZeroWindow] 80  >  49738 [ACK] Seq=3034646 Ack=290502 Win=0 Len=0"
"4684","207.152268","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=290502 Win=2920 Len=0"
"4685","207.152523","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=290502 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4686","207.152528","192.168.1.216","2.56.57.108","TCP","1514","[TCP Window Full] 49738  >  80 [ACK] Seq=291962 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4687","207.152643","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=291962 Win=1460 Len=0"
"4688","207.152648","2.56.57.108","192.168.1.216","TCP","54","[TCP ZeroWindow] 80  >  49738 [ACK] Seq=3034646 Ack=293422 Win=0 Len=0"
"4689","207.153802","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=293422 Win=27740 Len=0"
"4690","207.154025","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=293422 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4691","207.154027","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=293422 Win=30660 Len=0"
"4692","207.154030","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=294882 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4693","207.154031","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=296342 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4694","207.154032","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=297802 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4695","207.154034","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=299262 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4696","207.154035","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=300722 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4697","207.154060","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=302182 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4698","207.154067","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=303642 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4699","207.154077","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=305102 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4700","207.154081","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=306562 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4701","207.154082","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=308022 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4702","207.154084","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=309482 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4703","207.154090","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=310942 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4704","207.154093","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=312402 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4705","207.154094","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=313862 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4706","207.154101","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=315322 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4707","207.154122","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=316782 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4708","207.154124","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=318242 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4709","207.154125","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=319702 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4710","207.154190","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=294882 Win=29200 Len=0"
"4711","207.154201","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=296342 Win=27740 Len=0"
"4712","207.154245","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=297802 Win=26280 Len=0"
"4713","207.154272","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=299262 Win=24820 Len=0"
"4714","207.154279","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=321162 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4715","207.154283","192.168.1.216","2.56.57.108","TCP","1514","[TCP Window Full] 49738  >  80 [ACK] Seq=322622 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4716","207.154338","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=300722 Win=23360 Len=0"
"4717","207.154396","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=302182 Win=21900 Len=0"
"4718","207.154439","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=303642 Win=20440 Len=0"
"4719","207.154475","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=305102 Win=18980 Len=0"
"4720","207.154508","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=306562 Win=17520 Len=0"
"4721","207.154544","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=308022 Win=16060 Len=0"
"4722","207.154572","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=309482 Win=14600 Len=0"
"4723","207.154598","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=310942 Win=13140 Len=0"
"4724","207.154642","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=312402 Win=11680 Len=0"
"4725","207.154647","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=313862 Win=10220 Len=0"
"4726","207.154667","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=315322 Win=8760 Len=0"
"4727","207.154703","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=316782 Win=7300 Len=0"
"4728","207.154731","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=318242 Win=5840 Len=0"
"4729","207.154754","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=319702 Win=4380 Len=0"
"4730","207.154777","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=321162 Win=2920 Len=0"
"4731","207.154804","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=322622 Win=1460 Len=0"
"4732","207.156054","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=322622 Win=7300 Len=0"
"4733","207.156257","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=324082 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4734","207.156261","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=325542 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4735","207.156263","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=327002 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4736","207.156264","192.168.1.216","2.56.57.108","TCP","1514","[TCP Window Full] 49738  >  80 [ACK] Seq=328462 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4737","207.156340","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=324082 Win=5840 Len=0"
"4738","207.156365","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=325542 Win=4380 Len=0"
"4739","207.156388","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=327002 Win=2920 Len=0"
"4740","207.156417","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=328462 Win=1460 Len=0"
"4741","207.156457","2.56.57.108","192.168.1.216","TCP","54","[TCP ZeroWindow] 80  >  49738 [ACK] Seq=3034646 Ack=329922 Win=0 Len=0"
"4742","207.157116","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=329922 Win=37960 Len=0"
"4743","207.157278","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=329922 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4744","207.157281","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=331382 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4745","207.157282","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=332842 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4746","207.157283","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=334302 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4747","207.157286","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=335762 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4748","207.157293","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=337222 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4749","207.157295","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=338682 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4750","207.157296","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=340142 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4751","207.157297","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=341602 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4752","207.157299","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=343062 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4753","207.157302","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=344522 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4754","207.157303","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=345982 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4755","207.157310","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=347442 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4756","207.157314","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=348902 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4757","207.157315","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=350362 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4758","207.157316","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=351822 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4759","207.157318","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=353282 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4760","207.157320","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=354742 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4761","207.157322","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=356202 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4762","207.157324","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=357662 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4763","207.157326","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=359122 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4764","207.157328","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=360582 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4765","207.157329","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=362042 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4766","207.157335","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=363502 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4767","207.157337","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=364962 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4768","207.157338","192.168.1.216","2.56.57.108","TCP","1514","[TCP Window Full] 49738  >  80 [ACK] Seq=366422 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4769","207.157346","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=331382 Win=36500 Len=0"
"4770","207.157388","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=332842 Win=35040 Len=0"
"4771","207.157420","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=334302 Win=33580 Len=0"
"4772","207.157452","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=335762 Win=32120 Len=0"
"4773","207.157478","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=337222 Win=30660 Len=0"
"4774","207.157507","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=338682 Win=29200 Len=0"
"4775","207.157536","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=340142 Win=27740 Len=0"
"4776","207.157566","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=341602 Win=26280 Len=0"
"4777","207.157598","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=343062 Win=24820 Len=0"
"4778","207.157635","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=344522 Win=23360 Len=0"
"4779","207.157669","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=345982 Win=21900 Len=0"
"4780","207.157701","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=347442 Win=20440 Len=0"
"4781","207.157730","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=348902 Win=18980 Len=0"
"4782","207.157756","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=350362 Win=17520 Len=0"
"4783","207.157788","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=351822 Win=16060 Len=0"
"4784","207.157815","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=353282 Win=14600 Len=0"
"4785","207.157840","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=354742 Win=13140 Len=0"
"4786","207.157862","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=356202 Win=11680 Len=0"
"4787","207.157885","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=357662 Win=10220 Len=0"
"4788","207.157906","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=359122 Win=8760 Len=0"
"4789","207.157928","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=360582 Win=7300 Len=0"
"4790","207.157949","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=362042 Win=5840 Len=0"
"4791","207.157976","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=363502 Win=4380 Len=0"
"4792","207.157999","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=364962 Win=2920 Len=0"
"4793","207.158021","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=366422 Win=1460 Len=0"
"4794","207.162291","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=366422 Win=4380 Len=0"
"4795","207.162414","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=367882 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4796","207.162417","192.168.1.216","2.56.57.108","TCP","1514","[TCP Window Full] 49738  >  80 [ACK] Seq=369342 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4797","207.162461","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=367882 Win=2920 Len=0"
"4798","207.162482","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=369342 Win=1460 Len=0"
"4799","207.162504","2.56.57.108","192.168.1.216","TCP","54","[TCP ZeroWindow] 80  >  49738 [ACK] Seq=3034646 Ack=370802 Win=0 Len=0"
"4800","207.162969","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=370802 Win=2920 Len=0"
"4801","207.163087","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=370802 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4802","207.163090","192.168.1.216","2.56.57.108","TCP","1514","[TCP Window Full] 49738  >  80 [ACK] Seq=372262 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4803","207.163140","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=372262 Win=1460 Len=0"
"4804","207.163161","2.56.57.108","192.168.1.216","TCP","54","[TCP ZeroWindow] 80  >  49738 [ACK] Seq=3034646 Ack=373722 Win=0 Len=0"
"4805","207.169783","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=373722 Win=2920 Len=0"
"4806","207.169917","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=373722 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4807","207.169921","192.168.1.216","2.56.57.108","TCP","1514","[TCP Window Full] 49738  >  80 [ACK] Seq=375182 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4808","207.169969","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=375182 Win=1460 Len=0"
"4809","207.169991","2.56.57.108","192.168.1.216","TCP","54","[TCP ZeroWindow] 80  >  49738 [ACK] Seq=3034646 Ack=376642 Win=0 Len=0"
"4810","207.181308","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=376642 Win=39420 Len=0"
"4811","207.181473","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=376642 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4812","207.181477","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=378102 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4813","207.181478","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=379562 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4814","207.181479","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=381022 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4815","-1172563110.818533","192.168.1.216","2.56.57.108","TCP","1514","49738  >  80 [ACK] Seq=382482 Ack=3034646 Win=65267 Len=1460 [TCP segment of a reassembled PDU]"
"4816","207.181483","192.168.1.216","2.56.57.108","HTTP","83","POST /osk/ HTTP/1.1  (zip)"
"4817","207.181547","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=378102 Win=37960 Len=0"
"4818","207.181573","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=379562 Win=36500 Len=0"
"4819","207.181596","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=381022 Win=35040 Len=0"
"4820","207.181615","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=382482 Win=33580 Len=0"
"4821","207.181636","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=383942 Win=32120 Len=0"
"4822","207.181654","2.56.57.108","192.168.1.216","TCP","54","80  >  49738 [ACK] Seq=3034646 Ack=383971 Win=32091 Len=0"
"4823","207.182980","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=383971 Win=35011 Len=0"
"4824","207.184529","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=383971 Win=37931 Len=0"
"4825","207.188815","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=383971 Win=40851 Len=0"
"4826","207.197172","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=383971 Win=43771 Len=0"
"4827","207.200612","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=383971 Win=53991 Len=0"
"4828","207.202757","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=383971 Win=56911 Len=0"
"4829","207.208521","2.56.57.108","192.168.1.216","TCP","54","[TCP Window Update] 80  >  49738 [ACK] Seq=3034646 Ack=383971 Win=64240 Len=0"
"4830","207.672684","2.56.57.108","192.168.1.216","HTTP","322","HTTP/1.1 200 OK "
"4831","207.672859","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=383971 Ack=3034914 Win=64999 Len=0"
"4832","207.949853","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [RST, ACK] Seq=383971 Ack=3034914 Win=0 Len=0"
